"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_LIFE","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_GI","N_MED","N_LI","ANP_OUTLIER","BIN_POLICY","BIN_VIT","BIN_ANP","BIN_ANP_B","BIN_ANP_R","BIN_LIFE","BIN_ENDOWMENT","BIN_ACCIDENT","BIN_CI","BIN_DISABILITY","BIN_INCOME","BIN_MEDICAL","BIN_OTHERMED","BIN_PAYOR","BIN_SAVERS","cluster","SCORE_LIFE","SCORE_MEDIC","SCORE_OTH"
"1008",1425,32,1,339.4309375,118.840625,4.0625,220.5903125,0,0,25,7,5,12,20,0,10,21,28,2,10,19,54,52,21,10,3,2,4,3,5,4,1,4,4,4,5,4,4,3,4,1,2.5,4.25,3.75
"1009",1426,78,16,428.210769230769,76.4846153846154,3.08974358974359,351.726153846154,4,8,32,34,1,30,64,13,6,51,30,6,49,49,163,72,64,13,5,5,5,5,4,5,5,3,5,5,4,4,5,5,5,5,5,4.5,4.5
"1010",1428,20,0,398.2925,122.587,2.4,275.7055,2,0,17,1,0,7,7,0,5,7,18,1,7,7,21,31,7,2,3,1,4,4,5,2,1,1,3,2,4,3,4,3,3,4,1.5,3.5,2.25
"1011",1429,16,0,372.084375,117.680625,3.625,254.40375,0,1,4,11,3,8,14,2,2,12,4,0,5,7,29,14,14,3,2,1,4,4,5,3,5,4,3,3,3,2,1,2,3,4,4,2.25,3
"1012",1430,4,0,268.8,148.8,6,120,0,0,0,4,0,4,4,0,0,4,4,0,0,4,8,8,4,0,1,1,3,1,5,2,1,1,3,2,1,2,1,1,2,4,1.5,1.75,1.5
"1013",1431,82,30,548.834756097561,52.0237804878049,4.30487804878049,496.810975609756,3,47,19,13,4,32,80,0,25,82,27,2,69,77,230,86,82,11,5,5,5,5,3,5,1,4,5,5,5,4,4,5,5,5,3,4.5,4.75
"1014",1432,9,0,378.225555555556,167.012222222222,4.11111111111111,211.213333333333,1,0,1,7,0,3,6,0,1,6,4,0,6,3,15,8,6,1,2,1,4,3,5,2,1,1,2,2,3,2,1,3,2,4,1.5,2,2
"1015",1433,295,61,723.039966101694,100.044440677966,3.91525423728814,622.995525423729,4,68,125,98,80,99,213,19,93,197,145,25,130,201,624,362,216,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1016",1434,65,8,99.1956923076924,17.126,1.2,82.0696923076923,0,0,9,56,20,4,35,0,0,35,17,1,10,8,73,22,35,5,5,4,1,1,2,4,1,5,3,4,1,3,4,3,3,2,2.5,2.75,3.75
"1017",1435,114,29,228.76447368421,68.0927192982456,3.47368421052632,160.671754385965,7,15,23,69,20,49,86,3,1,81,38,0,48,45,199,88,84,3,5,5,3,2,4,5,5,5,5,5,3,5,1,5,5,5,5,3.5,5
"1018",1437,360,13,158.590694444445,7.89566666666667,1.35833333333333,150.695027777778,0,4,117,239,186,12,141,12,2,131,139,1,44,138,509,154,143,13,5,5,1,2,1,5,5,5,4,5,3,5,4,5,5,5,5,4,5
"1019",1438,13,0,126.980769230769,26.3646153846154,2.53846153846154,100.616153846154,0,0,3,10,1,1,10,0,3,10,5,0,2,3,16,9,10,0,2,1,1,1,2,3,1,3,2,3,4,2,1,2,2,3,2,2.25,2.5
"1020",1439,61,10,144.686885245902,28.0926229508197,2.19672131147541,116.594262295082,0,0,21,40,0,3,41,1,0,40,36,0,24,19,84,39,41,0,4,5,1,1,2,5,4,1,2,5,1,5,1,5,4,2,4.5,2.25,3.75
"1021",1440,24,0,76.225,1.94708333333333,1.125,74.2779166666667,0,0,1,23,0,0,20,0,0,20,5,0,4,1,25,5,20,0,3,1,1,1,1,4,1,1,1,4,1,2,1,2,1,3,2.5,1.25,2
"1022",1442,73,14,233.96,39.2350684931507,2.43835616438356,194.724931506849,1,21,10,41,0,5,57,1,0,57,25,0,38,35,130,30,58,2,5,5,3,3,3,5,4,1,3,5,1,4,1,5,5,5,4.5,2.25,4
"1023",1443,4,0,753.84,170.905,1.5,582.935,0,0,2,2,0,2,3,2,0,0,0,0,0,0,3,2,2,0,1,1,5,5,5,1,5,1,2,1,1,1,1,1,1,4,3,1.25,1
"1024",1445,11,0,350.945454545455,176.181818181818,7,174.763636363636,0,0,8,3,3,7,9,0,8,9,9,0,1,9,22,24,9,0,2,1,4,3,5,2,1,4,3,2,4,2,1,1,3,4,1.5,2.5,2.5
"1025",1446,69,5,458.225652173913,55.7902898550725,4.91304347826087,402.435362318841,0,14,42,13,0,39,58,2,30,57,38,11,48,56,162,118,59,17,5,4,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5,4
"1026",1447,74,0,155.674864864865,28.0372972972973,3.35135135135135,127.637567567568,0,0,25,49,8,20,62,0,0,62,42,0,47,30,147,62,62,1,5,1,1,2,2,5,1,4,5,5,1,5,1,5,5,1,3,3,4.75
"1027",1448,96,46,749.042083333333,212.148541666667,4.36458333333333,536.893541666667,6,7,43,40,0,22,92,17,0,77,58,4,65,89,246,84,94,37,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,4,4
"1028",1451,103,1,183.53,35.2522330097087,2.49514563106796,148.277766990291,0,3,19,81,13,34,52,0,7,52,88,0,33,42,140,129,52,3,5,2,2,2,3,5,1,5,5,5,4,5,1,5,5,1,3,3.75,5
"1029",1452,65,30,408.420307692308,51.1489230769231,2.72307692307692,357.271384615385,4,8,18,35,11,15,52,2,0,49,33,0,22,46,131,48,51,9,5,5,5,5,3,5,5,4,4,5,1,4,1,4,5,5,5,2.5,4.5
"1030",1453,28,2,179.401428571429,51.8671428571429,3,127.534285714286,0,0,10,18,0,0,25,1,4,24,16,0,12,14,51,20,25,2,3,3,2,2,3,4,4,1,1,4,4,3,1,4,3,2,4,2.25,3
"1031",1454,19,3,402.936842105263,165.82,4.26315789473684,237.116842105263,0,2,9,8,7,7,19,0,2,19,10,0,4,12,42,19,19,3,3,3,5,4,5,4,1,4,3,3,3,3,1,2,3,2,2.5,2.5,3
"1032",1455,118,8,599.725847457627,260.522033898305,2.61864406779661,339.203813559322,8,24,15,71,8,33,92,0,13,93,39,8,30,51,181,93,93,15,5,4,5,5,5,5,1,4,5,5,5,5,5,5,5,5,3,5,4.75
"1033",1456,39,22,300.022051282051,44.7592307692308,4.53846153846154,255.262820512821,7,4,24,4,12,30,33,0,1,30,22,3,29,29,103,56,30,2,4,5,4,4,3,4,1,5,5,4,3,4,5,5,5,5,2.5,4.25,4.75
"1034",1457,68,20,376.473970588235,30.9111764705882,3.94117647058824,345.562794117647,3,10,33,22,0,51,67,1,2,66,49,1,23,64,154,103,67,10,5,5,4,5,2,5,4,1,5,5,3,5,4,4,5,5,4.5,4.25,3.75
"1035",1458,34,3,209.396176470588,72.2714705882353,2.91176470588235,137.124705882353,0,0,6,28,1,10,23,0,0,24,20,0,18,13,55,30,24,2,4,3,2,2,4,4,1,3,4,4,1,4,1,4,3,2,2.5,2.5,3.5
"1036",1459,20,0,131.353,26.5345,1.9,104.8185,0,0,4,16,0,0,9,0,3,9,14,0,8,4,21,17,9,0,3,1,1,1,2,2,1,1,1,2,4,3,1,3,2,3,1.5,2.25,2
"1037",1462,6,5,791.85,10,2.33333333333333,781.85,0,0,5,1,0,6,6,0,1,1,1,0,1,1,8,8,1,0,2,4,5,5,1,1,1,1,3,2,3,1,1,1,1,4,1,2,1.25
"1038",1465,36,13,246.734166666667,21.175,3.75,225.559166666667,0,4,21,11,1,12,31,0,11,32,25,1,17,25,74,49,32,2,4,5,3,3,2,4,1,3,4,4,5,4,4,4,4,5,2.5,4.25,3.75
"1039",1466,4,0,250.2725,55.99,4.25,194.2825,0,0,1,3,1,1,4,0,1,4,2,0,2,3,10,4,4,0,1,1,3,3,3,2,1,3,2,2,3,1,1,2,2,4,1.5,1.75,2.25
"1040",1467,10,0,145.651,23.016,2.4,122.635,0,0,10,0,1,0,1,0,1,1,10,7,1,1,4,18,1,0,2,1,1,1,2,1,1,3,1,1,3,3,5,1,1,3,1,3,1.5
"1041",1468,4,1,247.67,41.54,1,206.13,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,1,2,3,3,3,1,1,1,1,1,1,2,1,1,1,4,1,1.25,1
"1042",1469,30,4,150.426,16.4313333333333,2.16666666666667,133.994666666667,0,2,4,24,0,6,27,1,1,26,10,0,13,7,47,17,27,1,3,4,1,2,2,4,4,1,3,4,3,3,1,4,3,2,4,2.5,3
"1043",1472,7,6,368.571428571429,0,8,368.571428571429,0,0,7,0,7,7,7,0,7,7,7,0,7,7,28,21,7,0,2,4,4,5,1,2,1,4,3,2,4,2,1,3,3,2,1.5,2.5,3
"1044",1473,17,1,202.286470588235,22.7576470588235,2.94117647058824,179.528823529412,0,4,10,3,5,2,9,0,5,9,10,2,7,6,27,19,9,1,3,2,2,3,2,2,1,4,2,2,4,3,4,3,2,1,1.5,3.25,2.75
"1045",1474,45,4,381.686444444444,126.527111111111,2.68888888888889,255.159333333333,0,0,25,20,9,13,21,1,2,22,29,1,12,17,59,45,23,9,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,3.75,4
"1046",1475,31,1,232.419677419355,41.4664516129032,2.61290322580645,190.953225806451,0,1,16,14,12,9,12,0,10,12,18,0,10,12,46,37,12,4,3,2,3,3,3,3,1,5,4,3,5,3,1,3,3,1,2,3.25,3.5
"1047",1482,9,0,254.108888888889,46.7711111111111,4.33333333333333,207.337777777778,0,2,4,3,1,4,9,0,4,9,4,0,5,5,20,12,9,1,2,1,3,3,3,2,1,3,3,2,4,2,1,2,2,4,1.5,2.5,2.25
"1048",1484,1,0,55.65,6.47,1,49.18,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1049",1486,13,0,110.997692307692,1.21307692307692,0.461538461538462,109.784615384615,0,0,0,13,0,0,5,0,0,5,8,0,1,0,6,8,5,0,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1.5,1.25,1.25
"1050",1487,4,0,162.89,49.85,3.5,113.04,0,0,2,2,0,0,3,0,0,3,3,0,3,2,8,3,3,0,1,1,2,1,3,2,1,1,1,1,1,2,1,2,2,3,1.5,1.25,1.5
"1051",1488,12,3,947.1675,489.39,1.5,457.7775,4,0,2,6,1,4,7,0,0,7,5,0,4,1,13,9,7,3,2,3,5,5,5,2,1,3,3,2,1,2,1,2,1,4,1.5,1.75,2
"1052",1490,9,2,998.715555555555,210.657777777778,3,788.057777777778,2,2,1,4,0,3,9,0,1,9,1,2,4,5,18,7,9,2,2,3,5,5,5,2,1,1,2,2,3,1,4,2,2,4,1.5,2.5,1.75
"1053",1491,1,1,19.21,0,0,19.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1054",1492,10,0,436.89,10.56,3.7,426.33,0,1,9,0,0,6,9,0,0,9,6,0,3,9,21,12,9,2,2,1,5,5,1,2,1,1,3,2,1,2,1,2,3,4,1.5,1.75,2
"1055",1493,15,3,273.399333333333,25.2,3.13333333333333,248.199333333333,0,1,13,1,0,7,10,0,7,9,12,0,7,9,26,26,9,1,2,3,3,4,2,2,1,1,3,3,4,3,1,3,3,4,1.5,2.75,2.5
"1056",1494,2,0,79.5,1.225,1,78.275,0,0,0,2,0,0,1,0,0,1,1,0,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1057",1496,3,0,113.866666666667,53.85,3.33333333333333,60.0166666666667,0,0,0,3,0,0,2,0,0,2,0,0,2,0,4,0,2,0,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1.25
"1058",1497,1,1,372,132,9,240,0,0,1,0,1,1,1,0,1,1,1,0,1,1,4,3,1,0,1,2,4,4,5,1,1,3,2,1,3,1,1,1,1,4,1,1.75,1.5
"1059",1499,5,3,494.142,164.448,5,329.694,0,0,2,3,0,2,5,2,1,3,2,0,5,4,14,5,5,2,1,3,5,5,5,2,5,1,2,2,3,1,1,2,2,4,3.5,1.75,1.75
"1060",1500,6,1,519.676666666667,286.381666666667,2.5,233.295,0,0,0,6,0,0,2,2,0,0,2,0,1,2,5,2,2,1,2,2,5,3,5,1,5,1,1,1,1,1,1,1,2,4,3,1,1.25
"1061",1503,17,0,199.43,62.69,3.88235294117647,136.74,0,1,5,11,5,1,14,0,5,14,12,0,7,9,35,18,14,1,3,1,2,2,4,3,1,4,2,3,4,3,1,3,3,1,2,2.5,3.25
"1062",1504,11,0,106.132727272727,7.04727272727273,1.18181818181818,99.0854545454545,0,0,7,4,1,0,5,0,1,5,6,0,1,1,8,7,5,0,2,1,1,1,1,2,1,3,1,2,3,2,1,1,1,3,1.5,1.75,1.75
"1063",1505,139,10,111.001007194245,8.93604316546763,0.748201438848921,102.064964028777,0,0,85,54,1,2,52,0,4,52,101,1,6,14,73,108,52,1,5,5,1,1,1,5,1,3,2,5,4,5,4,3,3,5,3,3.75,3.5
"1064",1507,30,6,121.524666666667,20.2793333333333,2.33333333333333,101.245333333333,0,1,5,24,5,1,24,0,1,24,10,0,11,6,46,12,24,0,3,4,1,1,2,4,1,4,2,4,3,3,1,3,2,2,2.5,2.25,3.25
"1065",1508,105,11,310.386761904762,100.956190476191,4.09523809523809,209.430571428571,2,5,51,47,33,46,66,4,13,62,57,1,49,54,202,117,66,17,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,5,5,4.75,5
"1066",1512,39,0,318.802051282051,17.4510256410256,4.94871794871795,301.351025641026,2,1,30,6,6,15,30,0,26,30,34,0,30,30,96,75,30,1,4,1,4,4,2,4,1,4,4,4,5,4,1,5,5,1,2.5,3.5,4.5
"1067",1513,51,7,157.763137254902,43.1496078431373,3.52941176470588,114.613529411765,0,4,17,30,1,3,42,0,1,42,24,0,41,18,102,28,42,2,4,4,1,1,3,5,1,3,2,5,3,4,1,5,4,2,3,2.5,4.25
"1068",1515,20,15,271.3235,38.044,5.35,233.2795,1,2,16,1,10,16,16,2,10,15,11,5,13,14,53,42,17,2,3,5,3,3,3,3,5,4,4,3,5,3,5,4,3,5,4,4.25,3.5
"1069",1516,25,2,236.8876,65.9596,2.8,170.928,0,0,10,15,3,11,11,0,1,11,19,0,5,7,26,31,11,1,3,3,3,3,4,3,1,4,4,3,3,4,1,2,3,2,2,3,3
"1070",1517,18,0,503.422777777778,104.242222222222,4.94444444444444,399.180555555556,0,0,16,2,3,4,15,0,13,15,18,2,2,15,35,37,15,3,3,1,5,5,5,3,1,4,3,3,5,3,4,2,4,1,2,3.75,3.25
"1071",1518,64,2,300.76234375,50.58375,2.421875,250.17859375,0,3,18,43,0,0,40,0,3,40,50,0,13,32,85,53,40,9,5,3,4,4,3,5,1,1,1,5,4,5,1,4,5,1,3,2.75,3.75
"1072",1519,21,1,717.534761904762,227.470476190476,2.0952380952381,490.064285714286,0,1,2,18,3,1,12,1,1,11,10,0,3,6,24,12,12,1,3,2,5,5,5,3,4,4,2,3,3,3,1,2,2,4,3.5,2.25,2.75
"1073",1520,29,17,271.165862068965,28.0979310344828,3.6551724137931,243.067931034483,0,0,23,6,2,18,23,0,6,23,23,1,3,19,47,48,23,0,3,5,3,4,2,4,1,3,5,4,4,4,4,2,4,2,2.5,4.25,3.25
"1074",1521,41,3,926.537317073171,285.234634146341,2.46341463414634,641.302682926829,10,0,3,28,1,15,39,0,0,39,9,1,14,13,67,25,39,14,4,3,5,5,5,5,1,3,4,5,1,2,4,4,3,2,3,2.75,3.75
"1075",1522,23,1,188.17652173913,50.9682608695652,2.08695652173913,137.208260869565,0,1,2,20,0,3,11,1,0,10,8,0,7,3,21,11,11,1,3,2,2,2,3,3,4,1,2,3,1,2,1,3,2,1,3.5,1.5,2.25
"1076",1523,92,14,160.723804347826,6.40010869565217,1.59782608695652,154.323695652174,0,3,44,45,28,21,33,1,1,33,53,0,22,28,111,75,34,1,5,5,2,2,1,4,4,5,5,4,3,5,1,4,4,5,4,3.5,4.25
"1077",1525,71,1,296.122112676056,50.999014084507,3.01408450704225,245.123098591549,0,3,59,9,12,13,27,2,11,26,65,13,25,25,89,102,28,6,5,2,4,4,3,4,5,5,4,4,5,5,5,5,4,5,4.5,4.75,4.5
"1078",1526,33,1,185.180303030303,53.8466666666667,3.42424242424242,131.333636363636,0,1,25,7,5,3,19,1,15,18,28,0,17,17,58,46,19,0,4,2,2,2,3,3,4,4,2,3,5,4,1,4,4,1,3.5,3,3.75
"1079",1527,43,1,213.881395348837,24.9227906976744,1.86046511627907,188.958604651163,0,2,9,32,29,8,13,0,6,14,12,0,10,13,65,26,14,5,4,2,2,3,2,3,1,5,3,3,4,3,1,3,3,1,2,2.75,3.5
"1080",1528,103,2,563.652427184466,221.423786407767,2.57281553398058,342.228640776699,0,12,65,26,34,31,52,1,0,55,66,1,22,52,160,98,56,22,5,3,5,5,5,5,4,5,5,5,1,5,4,4,5,5,4.5,3.75,4.75
"1081",1529,49,9,312.206530612245,64.1581632653061,4.79591836734694,248.048367346939,0,4,28,17,17,27,38,5,24,33,34,2,28,32,115,87,38,2,4,5,4,4,4,4,5,5,5,4,5,4,4,5,5,5,4.5,4.5,4.75
"1082",1530,50,10,153.2166,21.622,1.84,131.5946,0,1,11,38,34,13,13,0,11,14,11,0,11,12,70,35,14,1,4,5,1,2,2,3,1,5,4,3,5,3,1,3,3,2,2,3.25,3.5
"1083",1531,101,21,524.82396039604,161.916435643564,3.57425742574257,362.907524752475,6,17,59,19,0,43,90,4,5,89,62,0,59,86,235,110,93,18,5,5,5,5,5,5,5,1,5,5,4,5,1,5,5,5,5,3.75,4
"1084",1533,52,23,368.074423076923,87.9378846153846,2,280.136538461538,4,0,21,27,23,19,19,1,0,18,15,8,12,18,72,42,19,10,4,5,4,4,4,3,4,5,5,3,1,3,5,4,4,5,3.5,3.5,4
"1085",1534,43,4,138.567209302326,45.43,2.88372093023256,93.1372093023256,0,0,18,25,24,11,16,1,13,15,19,0,14,15,69,43,16,2,4,4,1,1,3,3,4,5,4,3,5,4,1,4,4,2,3.5,3.5,4
"1086",1537,16,4,371.206875,59.550625,5,311.65625,0,2,12,2,4,9,13,3,8,10,11,0,13,13,43,28,13,3,2,4,4,4,4,3,5,4,4,3,4,3,1,4,3,2,4,3,3.5
"1087",1538,11,2,355.421818181818,41.8363636363636,2.54545454545455,313.585454545455,0,0,7,4,0,5,6,0,0,9,4,0,4,6,16,9,9,3,2,3,4,4,3,2,1,1,3,2,1,2,1,2,2,4,1.5,1.75,1.75
"1088",1539,6,0,59.9433333333333,1.86666666666667,1.33333333333333,58.0766666666667,0,0,0,6,0,0,4,0,0,4,2,0,4,0,8,2,4,0,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,3,1.5,1,1.5
"1089",1541,19,4,326.803684210526,6.09368421052632,5.63157894736842,320.71,0,2,16,1,12,3,16,0,12,16,16,0,14,15,57,31,16,2,3,4,4,4,1,3,1,5,2,3,5,3,1,4,4,2,2,2.75,4
"1090",1543,4,1,77.6,6.2225,1,71.3775,0,0,0,4,0,1,2,0,0,2,2,0,1,0,3,3,2,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1.25,1
"1091",1544,40,3,226.629,46.0255,1.95,180.6035,2,3,9,26,23,12,15,0,0,15,10,0,14,15,67,22,15,4,4,3,3,3,3,3,1,5,4,3,1,3,1,4,4,2,2,2.25,4
"1092",1545,9,0,234.772222222222,61.1277777777778,2.88888888888889,173.644444444444,0,0,7,2,0,0,4,0,0,4,9,2,4,4,12,11,4,2,2,1,3,3,4,2,1,1,1,2,1,2,4,2,2,4,1.5,2,1.75
"1093",1546,31,7,276.822258064516,62.0429032258065,2.38709677419355,214.77935483871,0,2,17,12,8,10,15,2,1,14,16,1,11,16,50,28,16,2,3,4,3,3,4,3,5,4,4,3,3,3,4,3,4,2,4,3.5,3.5
"1094",1548,3,0,450,10,5,440,1,0,2,0,0,2,3,0,0,3,2,1,3,3,9,5,3,1,1,1,5,5,1,2,1,1,2,1,1,1,4,2,2,4,1.5,2,1.5
"1095",1550,1,0,300,90,8,210,0,0,0,1,0,1,1,0,1,1,1,0,1,1,3,3,1,0,1,1,4,3,4,1,1,1,2,1,3,1,1,1,1,4,1,1.75,1
"1096",1553,1,1,393.45,1.45,3,392,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3,0,1,0,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"1097",1554,23,0,137.056086956522,16.5578260869565,1.8695652173913,120.498260869565,0,0,20,3,4,5,7,0,4,7,17,0,2,1,14,26,7,0,3,1,1,1,2,2,1,4,3,2,4,3,1,2,1,3,1.5,2.75,2.25
"1098",1556,8,2,158.0175,65.81875,3.125,92.19875,0,0,0,8,0,0,3,0,0,3,2,0,3,0,6,2,3,0,2,3,1,1,4,2,1,1,1,1,1,1,1,2,1,3,1.5,1,1.25
"1099",1558,1,0,374.91,93.65,6,281.26,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,1,0,1,1,4,4,4,1,1,3,2,1,1,1,1,1,1,4,1,1.25,1.5
"1100",1559,84,1,152.068333333333,22.3153571428571,0.464285714285714,129.752976190476,0,1,16,67,64,1,5,3,1,2,17,3,5,5,79,22,5,12,5,2,1,2,2,1,5,5,2,2,3,3,5,2,2,1,3,3.25,2.75
"1101",1560,33,1,299.02,29.5612121212121,4,269.458787878788,1,3,15,14,0,19,31,0,8,31,14,0,24,26,81,41,31,1,4,2,4,4,2,4,1,1,5,4,4,3,1,5,4,1,2.5,3.25,3.5
"1102",1561,31,1,71.581935483871,8.92290322580645,1.32258064516129,62.6590322580645,0,0,0,31,0,6,25,0,0,25,6,0,7,0,32,12,25,0,3,2,1,1,1,4,1,1,3,4,1,2,1,3,1,3,2.5,1.75,2.25
"1103",1562,77,0,112.421688311688,34.0905194805195,1.68831168831169,78.3311688311689,0,2,23,52,33,10,27,1,9,31,26,1,15,17,92,46,32,5,5,1,1,1,3,4,4,5,4,4,5,4,4,4,4,1,4,4.25,4.25
"1104",1563,20,2,352.2695,28.4975,5.5,323.772,0,0,16,4,16,3,20,3,16,17,16,0,19,20,75,35,20,0,3,3,4,4,2,3,5,5,2,4,5,3,1,4,4,2,4,2.75,4.25
"1105",1564,34,4,147.320882352941,32.8861764705882,2.76470588235294,114.434705882353,0,1,8,25,2,6,25,0,2,25,16,0,9,11,47,24,25,0,4,4,1,1,2,4,1,3,3,4,3,3,1,3,3,2,2.5,2.5,3.25
"1106",1566,7,2,331.082857142857,4.6,4.14285714285714,326.482857142857,2,0,5,0,0,5,6,0,0,6,5,2,4,6,16,12,6,1,2,3,4,5,1,2,1,1,3,2,1,2,4,2,2,4,1.5,2.5,1.75
"1107",1573,2,0,263.4,158.4,4,105,0,0,0,2,0,0,1,0,0,1,1,0,1,1,3,1,1,0,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1108",1574,3,1,296.266666666667,95.4433333333333,2,200.823333333333,0,0,0,3,0,1,3,1,0,2,0,0,0,1,4,1,3,0,1,2,4,3,4,1,4,1,2,1,1,1,1,1,1,4,2.5,1.25,1
"1109",1575,69,4,269.421884057971,56.7372463768116,1.6231884057971,212.684637681159,0,0,60,9,4,1,10,0,0,10,63,15,8,8,30,79,10,20,5,4,3,3,3,3,1,4,2,3,1,5,5,3,3,2,2,3.25,3.25
"1110",1576,9,1,337.296666666667,92.4633333333333,2.88888888888889,244.833333333333,0,3,1,5,0,0,9,2,1,7,2,0,5,6,20,3,9,0,2,2,4,4,4,2,5,1,1,2,3,1,1,2,2,4,3.5,1.5,1.75
"1111",1577,19,11,293.480526315789,139.579473684211,3.89473684210526,153.901052631579,3,1,0,15,0,4,5,0,0,5,2,0,3,3,11,6,5,0,3,5,3,2,5,2,1,1,3,2,1,1,1,2,2,2,1.5,1.5,1.75
"1112",1579,40,6,176.59825,58.637,3.3,117.96125,0,3,4,33,1,2,22,0,4,22,17,0,22,7,52,23,22,2,4,4,2,1,4,4,1,3,2,4,4,3,1,4,3,2,2.5,2.5,3.5
"1113",1581,47,15,215.57914893617,44.8136170212766,2.72340425531915,170.765531914894,1,3,9,34,7,10,38,3,0,35,10,0,21,5,71,20,38,1,4,5,2,3,3,4,5,4,4,4,1,3,1,4,2,2,4.5,2.25,3.5
"1114",1583,35,9,845.560571428572,277.061714285714,2.2,568.498857142857,2,2,0,31,0,2,20,11,0,9,10,0,20,12,52,12,20,10,4,5,5,5,5,2,5,1,2,4,1,3,1,4,3,2,3.5,1.75,3
"1115",1584,23,5,323.704347826087,39.2460869565217,2.65217391304348,284.458260869565,0,3,7,13,0,6,18,3,0,15,14,0,10,7,35,20,18,3,3,4,4,4,3,3,5,1,3,3,1,3,1,3,3,2,4,2,2.5
"1116",1585,2,0,623.1,228.6,3.5,394.5,0,1,0,1,0,0,1,0,0,1,0,0,1,1,3,0,1,0,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"1117",1587,3,1,169.41,53.2,2.66666666666667,116.21,0,0,0,3,0,0,2,0,0,2,0,0,0,0,2,0,2,0,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"1118",1594,29,0,58.6827586206896,0,0,58.6827586206896,0,0,0,29,29,0,0,0,0,0,0,0,0,0,29,0,0,4,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,2
"1119",1597,4,0,298.7275,25.8125,3,272.915,0,0,2,2,0,2,2,0,0,2,4,0,2,2,6,6,2,2,1,1,4,4,2,1,1,1,2,1,1,2,1,2,2,4,1,1.5,1.5
"1120",1598,7,0,45.42,0,0,45.42,0,0,0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1.75
"1121",1600,24,3,259.815833333333,106.100833333333,5.08333333333333,153.715,0,0,15,9,0,18,19,0,17,19,22,0,11,17,47,57,19,2,3,3,3,2,5,4,1,1,5,3,5,4,1,3,4,2,2.5,3.75,2.75
"1122",1601,89,8,307.254494382022,23.0211235955056,3.07865168539326,284.233370786517,1,1,74,13,0,17,58,0,10,58,83,11,25,58,141,121,58,14,5,4,4,4,2,5,1,1,4,5,5,5,5,5,5,5,3,4.75,4
"1123",1603,15,4,334.996,82.1386666666667,2.46666666666667,252.857333333333,0,2,0,13,0,0,13,9,0,4,2,0,11,9,33,2,13,1,2,4,4,4,4,2,5,1,1,3,1,1,1,3,3,2,3.5,1,2.5
"1124",1604,12,0,280.911666666667,67.2433333333333,2.91666666666667,213.668333333333,0,3,3,6,1,3,10,0,1,11,1,0,5,7,23,5,11,2,2,1,3,3,4,3,1,3,2,3,3,1,1,2,3,4,2,1.75,2.75
"1125",1605,11,3,684.899090909091,221.028181818182,3.18181818181818,463.870909090909,1,1,0,9,0,4,8,0,0,8,7,0,4,6,18,11,8,2,2,3,5,5,5,2,1,1,3,2,1,2,1,2,2,4,1.5,1.75,1.75
"1126",1606,32,3,402.6028125,108.6190625,4.03125,293.98375,3,0,18,11,1,8,16,1,12,17,26,4,16,16,49,50,18,7,3,3,4,4,5,3,4,3,3,3,5,4,5,4,4,1,3.5,4.25,3.5
"1127",1607,16,0,285.026875,88.638125,2.1875,196.38875,0,0,2,14,1,1,10,2,2,8,8,0,6,5,22,11,10,2,2,1,3,3,4,2,5,3,2,3,3,2,1,3,2,4,3.5,2,2.75
