"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"674",940,46,13,315.143478260869,90.5278260869565,2.28260869565217,224.615652173913,0,2,20,24,20,17,20,3,1,18,4,14,34,0
"675",941,22,3,314.391363636364,83.38,2.90909090909091,231.011363636364,1,1,14,6,4,8,14,1,6,15,0,8,16,0
"676",942,24,3,193.750833333333,19.2425,2.20833333333333,174.508333333333,0,6,2,16,0,6,13,0,0,23,0,12,8,0
"677",944,52,9,557.485769230769,162.691923076923,5.17307692307692,394.793846153846,0,5,27,20,2,47,49,3,5,43,0,63,64,0
"678",945,13,2,530.530769230769,136.657692307692,3.30769230769231,393.873076923077,0,2,9,2,0,7,12,0,0,7,0,9,13,0
"679",947,12,0,216.888333333333,56.64,2.08333333333333,160.248333333333,0,0,2,10,0,3,4,1,0,11,0,2,3,0
"680",948,7,0,193.601428571429,1.79,6,191.811428571429,0,0,5,2,8,7,6,0,5,7,0,5,5,0
"681",949,7,2,583.291428571429,231.074285714286,3,352.217142857143,0,0,0,7,0,0,6,6,0,0,0,5,7,0
"682",950,2,0,160.8,24.7,0.5,136.1,0,0,1,1,0,0,0,0,0,2,0,0,0,0
"683",951,1,0,185.7,32.7,2,153,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"684",952,1,0,128.52,25.37,2,103.15,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"685",954,55,4,199.828363636364,64.6901818181818,2.30909090909091,135.138181818182,0,2,1,52,0,11,15,0,0,23,0,2,2,0
"686",956,2,0,210,90,6,120,0,0,2,0,0,2,2,0,0,2,0,2,2,0
"687",958,85,4,232.566352941176,47.5777647058824,2.88235294117647,184.988588235294,2,3,46,34,2,25,41,1,14,88,0,29,28,0
"688",959,21,1,301.670476190476,25.3142857142857,1.9047619047619,276.35619047619,0,0,15,6,3,5,7,0,0,27,3,3,6,0
"689",960,29,2,186.44,44.57,2.68965517241379,141.87,0,3,6,20,0,2,22,0,3,20,0,12,13,0
"690",961,4,2,146.245,30.775,2.5,115.47,0,0,0,4,0,1,1,0,0,1,0,0,0,0
"691",964,5,2,610.74,0,1.6,610.74,0,2,1,2,0,1,3,0,0,1,0,0,3,0
"692",966,18,4,179.925,16.4694444444444,3.38888888888889,163.455555555556,0,0,13,5,0,9,9,0,4,22,3,8,9,0
"693",973,19,12,318.364210526316,24.3789473684211,6.94736842105263,293.985263157895,0,0,13,6,17,20,17,0,8,16,0,26,30,0
"694",974,41,16,455.435365853658,41.5775609756098,5.63414634146341,413.857804878049,1,6,18,16,0,35,42,2,21,29,13,48,43,0
"695",975,159,1,124.994591194968,4.44477987421384,0.60377358490566,120.549811320755,1,2,48,108,110,17,16,0,0,65,0,14,17,0
"696",976,11,4,340.353636363636,30.2227272727273,4.09090909090909,310.130909090909,0,3,6,2,0,9,10,0,2,5,0,9,11,0
"697",977,1,0,131.54,0,1,131.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"698",978,30,0,187.331333333333,57.1223333333333,2.36666666666667,130.209,0,1,14,15,20,5,10,1,4,26,1,7,15,0
"699",979,10,4,187.83,43.839,2.4,143.991,0,0,2,8,0,2,8,1,0,6,0,5,3,0
"700",981,14,0,221.951428571429,43.5992857142857,3,178.352142857143,0,2,10,2,1,0,8,0,5,14,0,7,12,0
"701",983,16,0,130.479375,17.000625,1,113.47875,0,0,2,14,0,0,5,0,0,13,0,5,2,0
"702",985,22,4,577.104545454545,95.6181818181818,5.95454545454545,481.486363636364,6,0,12,4,0,21,22,0,2,15,17,24,30,0
"703",986,40,0,172.76975,1.7275,1.275,171.04225,0,0,37,3,0,5,9,0,9,35,1,11,12,0
"704",987,26,1,348.311538461538,32.2534615384615,3.34615384615385,316.058076923077,0,0,23,3,6,14,13,0,10,28,2,7,17,0
"705",988,26,0,257.468076923077,89.1011538461538,4.84615384615385,168.366923076923,0,0,21,5,34,14,14,1,12,28,3,12,21,0
"706",989,104,1,291.510480769231,34.8399038461539,4.32692307692308,256.670576923077,1,4,68,31,57,38,71,5,47,113,7,74,73,0
"707",990,52,19,305.436923076923,40.3944230769231,3.42307692307692,265.0425,0,4,25,23,22,21,40,12,11,28,0,36,33,0
"708",991,1,0,362.4,182.4,6,180,0,0,1,0,0,1,1,0,0,1,0,1,2,0
"709",993,492,65,725.332662601626,161.277276422764,5.08130081300813,564.055386178862,16,48,318,110,67,480,427,3,215,392,53,302,617,0
"710",994,16,5,207.04125,78.284375,3.375,128.756875,0,3,0,13,0,1,7,0,0,3,0,5,1,0
"711",995,55,6,185.714545454546,37.8812727272727,1.89090909090909,147.833272727273,0,3,6,46,0,0,45,1,0,22,0,24,15,0
"712",997,34,4,576.279705882353,55.7173529411765,4,520.562352941176,3,4,20,7,2,17,28,0,19,30,1,14,31,0
"713",999,80,8,195.930875,45.683125,3.1375,150.24775,0,2,40,38,6,7,62,0,5,76,0,18,48,0
"714",1000,72,21,974.845972222222,299.466944444444,4.36111111111111,675.379027777778,5,12,31,24,0,38,63,19,14,31,6,75,90,0
"715",1001,53,5,346.820566037736,53.4305660377358,3.43396226415094,293.39,1,5,36,11,0,19,33,5,1,62,4,37,45,0
"716",1002,125,30,257.72296,62.3276,2.432,195.39536,6,33,14,72,6,11,97,8,0,42,0,72,35,0
"717",1003,11,1,600.802727272727,90.6981818181818,4,510.104545454546,2,2,5,2,0,5,10,0,1,7,2,8,12,0
"718",1004,10,2,993.425,2.775,2.4,990.65,0,10,0,0,0,0,9,0,0,0,0,4,10,0
"719",1005,12,0,340.333333333333,83.0091666666667,4.58333333333333,257.324166666667,0,0,9,3,2,8,8,0,1,16,0,10,14,0
"720",1007,123,7,273.086016260162,63.3038211382114,2.52845528455285,209.782195121951,5,5,44,69,64,51,57,4,25,45,3,55,63,0
"721",1008,40,2,178.9745,6.581,1.725,172.3935,0,0,37,3,0,15,17,0,0,39,0,2,19,0
"722",1009,84,0,266.896309523809,40.3428571428571,3.16666666666667,226.553452380952,0,0,76,8,0,35,40,0,26,109,4,44,51,0
"723",1011,47,15,268.000425531915,2.09510638297872,3.70212765957447,265.905319148936,3,4,28,12,5,17,40,0,6,32,19,24,34,0
"724",1013,11,2,239.274545454545,35.4963636363636,1.72727272727273,203.778181818182,0,0,6,5,2,0,4,1,1,12,0,3,4,0
"725",1015,64,12,463.99421875,175.2165625,4.1875,288.77765625,3,5,30,26,9,34,45,4,18,51,1,55,67,0
"726",1016,33,1,296.925454545454,26.7163636363636,4.90909090909091,270.209090909091,0,1,23,9,2,30,31,0,0,33,0,26,42,0
"727",1017,69,9,237.869710144928,74.5730434782609,2.57971014492754,163.296666666667,1,3,19,46,26,18,38,7,8,34,2,30,46,0
"728",1018,17,9,537.774705882353,45.4511764705882,5.47058823529412,492.323529411765,1,2,12,2,14,14,14,1,8,13,3,15,15,0
"729",1019,84,0,172.897142857143,33.2784523809524,4.36904761904762,139.618690476191,0,2,66,16,110,29,42,0,35,85,0,43,64,0
"730",1020,31,6,355.331612903226,31.2238709677419,4.7741935483871,324.107741935484,0,5,15,11,0,15,24,0,14,30,1,33,37,0
"731",1021,18,2,194.62,72.025,1.88888888888889,122.595,0,1,1,16,0,2,2,0,0,9,0,0,1,0
"732",1022,61,1,271.460983606557,87.9732786885246,8.34426229508197,183.487704918033,0,0,47,14,142,44,91,0,46,56,0,54,84,0
"733",1023,7,5,1100.39571428571,324.317142857143,3.14285714285714,776.078571428571,0,6,0,1,0,0,6,0,0,0,0,4,2,0
"734",1024,21,2,502.697142857143,153.906666666667,5.23809523809524,348.790476190476,0,3,13,5,6,28,16,0,0,17,0,18,29,0
"735",1025,62,16,443.298387096774,48.2266129032258,4.74193548387097,395.071774193548,3,2,38,19,0,11,60,0,43,51,1,49,78,0
"736",1027,6,0,338.666666666667,82,6,256.666666666667,0,0,3,3,0,3,6,0,5,5,0,7,10,0
"737",1028,2,2,770,285,6,485,0,1,1,0,0,2,2,0,1,1,1,2,3,0
"738",1029,59,14,119.632033898305,15.7322033898305,1.11864406779661,103.899830508475,1,2,0,56,1,11,26,1,0,30,0,11,2,0
"739",1030,22,2,321.574090909091,35.665,1.77272727272727,285.909090909091,0,2,18,2,0,4,8,1,0,29,2,3,7,0
"740",1031,30,1,139.445333333333,26.7353333333333,1.46666666666667,112.71,0,0,5,25,0,0,19,0,0,19,0,4,8,0
"741",1032,8,0,948.29375,69.18375,3,879.11,0,6,0,2,0,1,7,0,0,1,0,7,8,0
"742",1034,27,13,638.858518518519,230.473703703704,3.55555555555556,408.384814814815,1,5,7,14,2,6,25,15,0,9,1,27,28,0
"743",1037,20,1,277.8685,94.672,2.35,183.1965,0,2,5,13,0,1,10,0,5,19,0,9,7,0
"744",1038,16,0,113.43375,17.995625,1.25,95.438125,0,0,0,16,0,1,5,0,0,12,0,5,1,0
"745",1039,7,2,371.658571428571,30.3,4.85714285714286,341.358571428571,0,0,6,1,0,6,6,0,0,8,0,6,9,0
"746",1040,1,0,522.56,169.14,3,353.42,0,0,0,1,0,0,1,1,0,0,0,1,1,0
"747",1044,10,0,143.009,44.936,2.8,98.073,0,0,2,8,0,0,4,0,1,8,0,4,2,0
"748",1045,14,2,1193.69142857143,309.502142857143,3.21428571428571,884.189285714286,2,10,0,2,1,2,16,0,0,0,0,13,7,0
"749",1047,9,0,96.2433333333333,3.51,0.888888888888889,92.7333333333333,0,0,0,9,0,0,4,0,0,5,0,4,0,0
"750",1048,12,0,104.69,3.1125,0.666666666666667,101.5775,0,0,8,4,2,0,4,0,1,8,0,1,0,0
"751",1049,5,0,98.036,0.386,0.4,97.65,0,0,0,5,0,0,1,0,0,4,0,1,0,0
"752",1050,2,0,72.225,4.765,2,67.46,0,0,0,2,0,0,2,0,0,0,0,2,0,0
"753",1052,2,0,126.12,30.6,2,95.52,0,0,0,2,0,0,2,0,0,0,0,0,1,0
"754",1053,1,0,250,0,3,250,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"755",1055,2,1,1722,166.2,3,1555.8,1,1,0,0,0,1,2,0,0,0,0,0,3,0
"756",1058,2,0,176.96,0,0,176.96,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"757",1059,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"758",1060,17,6,377.141764705882,126.694705882353,3,250.447058823529,0,0,3,14,0,1,10,2,0,11,0,11,6,0
"759",1062,1,0,117.73,9.05,2,108.68,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"760",1063,1,0,862.3,110.1,2,752.2,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"761",1066,42,3,277.943095238095,13.7707142857143,3.21428571428571,264.172380952381,1,0,37,4,30,7,24,0,11,52,3,4,21,0
"762",1069,20,4,3297.4605,1262.2005,3.85,2035.26,5,3,5,7,0,6,19,6,0,7,4,24,18,0
"763",1071,2,1,1643.61,1072.11,4.5,571.5,0,1,0,1,0,0,1,0,0,0,0,1,1,0
"764",1072,62,3,1060.87483870968,214.555967741935,2.29032258064516,846.318870967742,2,44,10,6,0,5,57,0,3,17,0,3,47,0
"765",1073,39,11,270.32358974359,12.6748717948718,1.79487179487179,257.648717948718,0,5,5,29,22,12,16,0,0,9,1,13,19,0
"766",1074,34,6,803.421470588235,125.772647058824,2.41176470588235,677.648823529412,1,5,21,7,2,28,16,0,0,16,11,9,12,0
"767",1076,6,2,365,0,6,365,0,0,5,1,4,6,6,0,3,6,0,5,6,0
"768",1077,7,0,67.43,0.662857142857143,1,66.7671428571428,0,0,0,7,0,0,6,0,0,1,0,1,0,0
"769",1078,9,4,605.333333333333,56.6555555555556,5,548.677777777778,1,0,6,2,0,8,9,0,0,7,1,10,10,0
"770",1079,52,15,182.783269230769,31.9426923076923,1.01923076923077,150.840576923077,1,2,6,43,38,8,15,3,0,6,1,8,15,0
"771",1086,40,2,117.5815,7.45975,2,110.12175,0,0,12,28,8,14,28,0,5,21,0,8,4,0
"772",1087,19,1,386.757894736842,90.158947368421,7,296.598947368421,0,3,15,1,38,10,18,1,11,15,0,11,31,0
"773",1089,4,2,227.325,56.545,3,170.78,0,1,1,2,0,0,4,0,0,1,0,4,2,0
"774",1090,15,0,253.499333333333,63.7446666666667,2.26666666666667,189.754666666667,0,1,2,12,1,4,10,1,0,8,0,9,5,0
"775",1091,103,4,262.851650485437,44.0249514563107,1.6504854368932,218.826699029126,1,3,50,49,48,32,25,1,12,73,6,25,26,0
"776",1095,1,0,325.2,235.2,4,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"777",1099,2,0,450,15,6.5,435,0,0,2,0,0,2,2,0,2,2,0,2,3,0
"778",1100,5,1,134.074,14.944,1.8,119.13,0,0,2,3,2,0,2,0,0,3,1,1,1,0
"779",1101,3,0,76.2366666666667,1.47666666666667,1,74.76,0,0,0,3,0,0,2,0,0,1,0,1,0,0
"780",1102,3,1,189.42,55.0366666666667,3.33333333333333,134.383333333333,0,0,2,1,0,0,1,0,0,3,1,0,2,0
"781",1103,3,1,157.833333333333,0,0.333333333333333,157.833333333333,0,0,0,3,0,0,1,0,0,2,0,0,0,0
"782",1104,1,0,250,0,4,250,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"783",1106,156,17,122.650576923077,13.1351282051282,0.717948717948718,109.515448717949,2,0,62,92,2,6,60,0,0,95,0,29,2,0
"784",1108,4,1,829.5,4.5,2.75,825,0,3,1,0,0,1,4,0,0,1,0,0,5,0
"785",1109,9,2,117.511111111111,23.7344444444444,1.88888888888889,93.7766666666667,0,0,7,2,4,1,2,0,2,12,1,2,0,0
"786",1110,2,0,58,5.435,2,52.565,0,0,0,2,0,0,2,0,0,0,0,2,0,0
"787",1111,2,0,537,0,4,537,0,0,0,2,0,1,2,0,1,1,0,2,1,0
"788",1115,3,0,127.646666666667,40.5933333333333,2,87.0533333333333,0,0,0,3,0,2,3,0,0,0,0,1,0,0
"789",1116,19,6,314.971052631579,7.24684210526316,3.78947368421053,307.724210526316,0,1,13,5,10,11,19,0,6,10,0,8,12,0
"790",1117,89,8,185.703707865169,16.4524719101124,1.1685393258427,169.251235955056,0,4,36,49,35,18,29,3,3,41,1,10,25,0
"791",1119,14,3,174.671428571429,41.4635714285714,2,133.207857142857,0,0,8,6,0,0,0,0,0,20,8,0,0,0
"792",1121,3,1,1071.33333333333,348,4,723.333333333333,0,1,1,1,0,1,3,0,0,2,0,2,4,0
"793",1126,5,2,116.35,10.782,0.6,105.568,0,0,4,1,0,0,1,0,0,5,0,1,0,0
"794",1130,1,0,96.23,0,0,96.23,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"795",1131,3,0,164.586666666667,75.2,2,89.3866666666667,0,0,0,3,0,0,2,0,0,0,0,0,0,0
"796",1132,89,1,86.4179775280898,0,0,86.4179775280898,0,0,0,89,89,0,0,0,0,0,0,0,0,0
"797",1135,5,1,612.4,159.2,5.4,453.2,0,1,3,1,0,5,5,0,0,4,0,5,7,0
"798",1136,2,2,319.15,54,6.5,265.15,0,0,1,1,2,3,2,0,0,1,1,2,2,0
"799",1139,82,1,38.6873170731707,0,0,38.6873170731707,0,0,0,82,82,0,0,0,0,0,0,0,0,0
"800",1140,7,1,296.914285714286,98.0571428571429,7.42857142857143,198.857142857143,0,0,3,4,2,7,6,0,1,12,0,8,6,0
"801",1141,1,0,264,144,7,120,0,0,1,0,2,0,1,0,0,1,0,1,1,0
"802",1145,1,0,71.51,6.72,2,64.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"803",1146,18,0,101.441666666667,14.1805555555556,0.333333333333333,87.2611111111111,0,0,10,8,5,0,0,0,0,18,1,0,0,0
"804",1147,3,1,536.54,435.2,4,101.34,0,0,0,3,0,0,0,0,0,1,0,0,0,0
"805",1149,6,0,153.968333333333,17.2666666666667,1.16666666666667,136.701666666667,0,0,0,6,0,0,3,1,0,3,0,3,1,0
"806",1151,1,0,36.1,2.27,2,33.83,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"807",1154,1,1,292.8,172.8,4,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"808",1156,7,0,209.845714285714,110.4,3.14285714285714,99.4457142857143,0,0,0,7,0,0,1,0,0,1,0,0,0,0
"809",1158,1,0,46.38,2.53,2,43.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"810",1160,4,0,884.425,240.6,3.5,643.825,0,3,1,0,0,0,4,0,0,1,0,2,7,0
"811",1161,2,0,91.17,0,0,91.17,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"812",1164,2,0,194.515,132.6,2.5,61.915,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"813",1169,8,0,100.42625,0,0.125,100.42625,0,0,7,1,0,0,1,0,0,7,0,0,0,0
"814",1170,5,0,230.598,17.012,1.2,213.586,0,2,0,3,0,0,3,0,0,2,0,2,1,0
"815",1171,11,1,240.875454545455,45.6072727272727,1.27272727272727,195.268181818182,0,0,11,0,0,0,0,0,0,22,3,0,0,0
"816",1172,1,1,182,72,6,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"817",1175,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"818",1177,2,0,131.98,0,0,131.98,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"819",1184,1,0,120.26,0,0,120.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"820",1186,86,52,918.45488372093,444.709534883721,3.1046511627907,473.745348837209,9,7,27,43,17,40,72,23,5,28,8,24,60,0
"821",1187,23,5,187.691304347826,18.0313043478261,2.95652173913043,169.66,0,1,12,10,6,4,16,0,7,19,4,8,10,0
"822",1188,38,3,302.549473684211,72.663947368421,3.47368421052632,229.885526315789,0,7,14,17,0,20,30,0,2,28,0,21,23,0
"823",1189,74,24,440.00027027027,68.5717567567568,3.12162162162162,371.428513513514,3,12,39,20,6,18,46,0,23,52,2,48,57,0
"824",1190,40,4,158.1305,23.197,1.85,134.9335,0,0,26,14,11,11,14,0,0,42,4,9,9,0
"825",1192,122,6,252.971721311475,60.6845081967213,4.23770491803279,192.287213114754,0,7,68,47,92,72,66,0,52,103,3,68,115,0
"826",1193,52,2,223.827115384615,92.9782692307692,6.32692307692308,130.848846153846,0,0,34,18,76,48,41,1,31,51,0,39,57,0
"827",1194,175,90,456.964285714286,128.228114285714,6.70285714285714,328.736171428572,5,10,101,59,149,138,157,2,104,145,49,161,279,0
"828",1196,177,14,141.557853107345,23.9791525423729,1.55932203389831,117.578700564972,0,10,75,92,4,13,108,1,13,114,1,14,27,0
"829",1198,32,0,205.14875,10.7271875,0.65625,194.4215625,0,0,32,0,0,3,3,0,1,37,0,3,3,0
"830",1199,160,18,550.2831875,171.1760625,4.7625,379.107125,30,15,87,28,0,105,146,4,48,89,17,136,232,0
"831",1200,36,4,244.406111111111,51.6319444444444,2.88888888888889,192.774166666667,0,5,3,28,6,9,27,0,0,12,0,13,12,0
"832",1201,43,5,237.819534883721,64.5090697674419,3.2093023255814,173.310465116279,0,6,28,9,2,13,28,0,3,44,0,21,43,0
"833",1202,40,6,263.12,105.64425,4.85,157.47575,0,2,14,24,2,17,32,1,1,35,0,34,24,0
"834",1203,38,25,471.780789473684,8.73868421052632,4,463.042105263158,2,7,17,12,8,16,35,0,1,22,3,35,32,0
"835",1204,85,3,161.385882352941,45.7175294117647,3,115.668352941177,0,0,18,67,35,2,61,0,16,57,0,48,24,0
"836",1205,21,3,166.787619047619,22.2361904761905,3,144.551428571429,0,2,4,15,1,0,19,0,1,14,0,15,7,0
"837",1206,35,2,178.985714285714,38.9785714285714,3.31428571428571,140.007142857143,0,0,18,17,32,6,16,3,11,33,2,21,13,0
"838",1207,43,8,117.036511627907,20.4944186046512,1.46511627906977,96.5420930232558,1,0,22,20,0,1,11,0,0,53,7,9,0,0
"839",1208,14,2,782.032142857143,50.8121428571429,4.07142857142857,731.22,0,3,6,5,2,7,12,1,6,9,0,9,13,0
"840",1209,37,0,356.781351351351,127.190810810811,5.83783783783784,229.590540540541,1,3,22,11,0,26,34,1,25,36,0,34,60,0
"841",1210,33,3,242.678787878788,102.083636363636,2.81818181818182,140.595151515151,0,2,0,31,0,1,6,1,0,8,0,0,1,0
"842",1211,45,0,195.260666666667,56.446,2.6,138.814666666667,0,3,8,34,1,8,38,0,7,16,0,8,12,0
"843",1213,148,8,426.926689189189,117.868783783784,2.13513513513514,309.057905405406,3,9,97,39,38,45,46,1,9,143,11,45,80,0
"844",1214,34,1,163.264705882353,46.2920588235294,3.85294117647059,116.972647058824,0,0,22,12,13,9,28,0,8,29,0,5,17,0
"845",1215,49,1,295.626326530612,46.9781632653061,1.53061224489796,248.648163265306,0,2,42,5,2,4,12,1,0,70,8,4,11,0
"846",1217,33,1,241.82,54.5384848484848,2.93939393939394,187.281515151515,0,2,10,21,8,7,20,0,2,32,0,12,15,0
"847",1218,35,4,343.078571428571,59.174,5.11428571428571,283.904571428571,0,2,24,9,20,34,24,0,18,36,0,27,28,0
"848",1219,78,1,221.56717948718,56.8989743589744,1.05128205128205,164.668205128205,2,2,12,62,58,18,15,1,0,17,0,14,22,0
"849",1220,58,16,761.396206896552,197.984310344828,5.1551724137931,563.411896551724,12,2,25,19,32,47,49,0,11,34,14,47,67,0
"850",1222,65,11,257.671230769231,77.7001538461539,4.64615384615385,179.971076923077,1,4,32,28,25,53,44,0,25,38,6,49,77,0
"851",1223,38,11,549.587105263158,63.3157894736842,3,486.271315789474,0,9,20,9,0,6,27,1,11,27,1,16,33,0
"852",1224,42,1,185.587142857143,27.4811904761905,3.11904761904762,158.105952380952,0,0,38,4,38,12,14,0,14,47,0,12,21,0
"853",1225,17,0,201.241176470588,13.6670588235294,0.823529411764706,187.574117647059,0,0,15,2,0,2,3,0,1,20,0,0,1,0
"854",1226,48,1,255.655833333333,26.7602083333333,3.4375,228.895625,2,0,18,28,16,17,40,0,16,30,6,23,24,0
"855",1228,25,14,245.614,61.7772,2.04,183.8368,1,0,2,22,0,3,8,3,0,14,0,4,4,0
"856",1229,48,30,288.406666666667,92.278125,4.29166666666667,196.128541666667,6,2,13,27,1,19,46,4,6,30,0,51,34,0
"857",1230,17,1,165.734705882353,44.46,3.05882352941176,121.274705882353,0,3,3,11,4,6,13,0,3,11,0,8,6,0
"858",1231,55,6,191.831818181818,45.1898181818182,2.54545454545455,146.642,0,2,5,48,8,9,26,1,5,26,0,22,8,0
"859",1232,35,0,191.166285714286,57.9768571428571,2.85714285714286,133.189428571429,0,0,9,26,2,5,18,0,5,27,0,10,10,0
"860",1233,28,3,291.133214285714,32.6857142857143,2.89285714285714,258.4475,0,1,15,12,0,10,19,4,2,23,1,14,18,0
"861",1234,26,2,247.598076923077,102.615,3.92307692307692,144.983076923077,1,1,3,21,0,10,21,1,0,20,0,19,12,0
"862",1235,25,3,112.8796,5.7972,0.24,107.0824,0,0,2,23,20,2,2,1,0,3,1,1,0,0
"863",1236,19,1,167.897894736842,48.258947368421,4.21052631578947,119.638947368421,0,0,4,15,8,10,18,0,3,13,0,16,10,0
"864",1237,41,4,72.309756097561,0,0,72.309756097561,0,0,0,41,41,0,0,0,0,0,0,0,0,0
"865",1238,47,13,217.342127659574,41.9670212765957,4.04255319148936,175.375106382979,0,0,42,5,2,16,27,1,19,66,5,27,45,0
"866",1239,40,0,208.7415,48.337,2.15,160.4045,0,0,29,11,6,10,11,0,9,50,4,11,14,0
"867",1240,53,0,522.702641509434,57.1128301886792,3.49056603773585,465.589811320755,0,4,40,9,8,16,43,4,7,56,1,15,45,0
"868",1241,25,10,223.3212,26.424,1.4,196.8972,1,2,0,22,1,5,13,0,0,10,0,7,1,0
"869",1242,2,0,320,0,6,320,0,0,2,0,2,1,2,0,1,2,1,1,2,0
"870",1243,42,3,196.212857142857,13.3795238095238,2.83333333333333,182.833333333333,0,1,15,26,9,26,16,1,9,25,19,21,18,0
"871",1245,16,15,331.771875,37.334375,3.9375,294.4375,0,3,9,4,0,12,16,2,0,9,0,14,12,0
"872",1246,6,4,205.67,34.915,1.16666666666667,170.755,0,0,4,2,0,0,0,0,0,8,3,0,0,0
"873",1248,66,18,243.862727272727,54.0063636363636,3.24242424242424,189.856363636364,1,8,29,28,31,30,36,1,17,36,1,38,54,0
"874",1249,41,1,225.848536585366,23.4119512195122,1.21951219512195,202.436585365854,1,0,20,20,17,7,10,0,0,33,2,1,10,0
"875",1251,19,3,280.687894736842,43.2368421052632,2.63157894736842,237.451052631579,0,0,13,6,2,4,10,0,7,21,2,1,11,0
"876",1252,34,9,287.665,19.6567647058824,4.02941176470588,268.008235294118,0,2,22,10,5,29,23,1,15,23,1,23,27,0
"877",1254,30,3,291.241333333333,55.7713333333333,2.13333333333333,235.47,0,1,12,17,13,7,15,0,0,15,0,10,19,0
"878",1255,53,6,292.182264150943,28.8558490566038,3.33962264150943,263.32641509434,1,26,5,21,0,6,51,0,0,4,0,51,41,0
"879",1256,31,7,179.098387096774,40.2535483870968,4,138.844838709677,0,1,12,18,0,20,30,0,0,20,0,24,19,0
"880",1258,2,2,262.8,82.8,9,180,0,0,2,0,4,2,2,0,2,2,0,2,4,0
"881",1259,45,5,134.263111111111,30.1453333333333,1.35555555555556,104.117777777778,0,3,7,35,28,5,14,1,0,11,0,12,22,0
"882",1260,26,5,157.448461538462,24.775,2.34615384615385,132.673461538462,0,4,4,18,2,1,23,0,0,10,0,13,8,0
"883",1262,7,0,101.417142857143,5.56285714285714,0.428571428571429,95.8542857142857,0,0,0,7,0,0,2,0,0,5,0,0,0,0
"884",1263,62,4,254.622741935484,5.12983870967742,1.7741935483871,249.492903225806,0,26,1,35,0,1,62,0,0,1,0,8,38,0
"885",1264,14,3,159.629285714286,30.3842857142857,1.78571428571429,129.245,0,4,0,10,0,1,8,0,0,10,0,8,4,0
"886",1265,9,0,161.756666666667,60.1033333333333,4,101.653333333333,0,0,6,3,0,5,6,0,2,14,0,5,4,0
"887",1268,3,0,104.083333333333,0,0.666666666666667,104.083333333333,0,0,0,3,0,0,2,0,0,1,0,0,0,0
"888",1269,33,0,230.657878787879,13.6590909090909,1.45454545454545,216.998787878788,1,3,26,3,0,5,11,0,0,38,2,0,10,0
"889",1270,6,0,145.31,52.4083333333333,2.5,92.9016666666667,0,0,4,2,0,1,3,0,0,8,1,3,1,0
"890",1272,1,0,48.6,4.64,2,43.96,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"891",1274,105,11,1784.64942857143,149.141714285714,3.07619047619048,1635.50771428571,2,40,48,15,10,40,91,0,1,60,3,28,102,0
"892",1275,52,1,213.105192307692,43.9496153846154,1.84615384615385,169.155576923077,0,5,5,42,1,4,29,0,2,35,0,23,13,0
"893",1276,40,9,257.6695,45.336,3.375,212.3335,0,5,18,17,15,14,30,1,11,28,0,18,29,0
"894",1277,31,0,253.167419354839,18.3022580645161,3.93548387096774,234.865161290323,0,0,22,9,11,15,21,0,12,34,2,18,18,0
"895",1278,30,19,434.343333333333,57.388,4.9,376.955333333333,3,3,18,6,16,21,28,0,7,18,0,28,28,0
"896",1279,9,6,213.713333333333,41.7522222222222,1.33333333333333,171.961111111111,0,0,0,9,0,0,6,3,0,2,0,3,3,0
"897",1280,84,14,293.088333333333,71.1080952380952,6.67857142857143,221.980238095238,0,0,71,13,58,63,72,0,70,93,2,74,141,0
"898",1281,13,6,290.152307692308,93.7884615384615,3.30769230769231,196.363846153846,0,2,0,11,0,0,6,0,0,3,0,5,1,0
